index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
2112,Escherichia phage J8-65,NC_025445.1,47,True,40.981,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Bonnellvirus,Bonnellvirus,Fully clustered
3708,Escherichia phage Lidtsur,NC_048177.1,55,True,42.291,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Bonnellvirus,Bonnellvirus,Fully clustered
1324,Cyanophage NATL1A-7,NC_016658.1,65,True,47.741,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Cheungvirus,Cheungvirus,Fully clustered
3427,Ralstonia phage DU_RP_I,NC_047888.1,39,True,40.657,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Gyeongsanvirus,Gyeongsanvirus,Fully clustered
3485,Ralstonia phage RsoP1EGY,NC_047946.1,50,True,41.297,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Gyeongsanvirus,Gyeongsanvirus,Fully clustered
3565,Synechococcus T7-like phage S-TIP37,NC_048026.1,56,True,45.477,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Igirivirus,Igirivirus,Fully clustered
1833,Ralstonia phage RSB3,NC_022917.1,50,True,44.578,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Jiaoyazivirus,Jiaoyazivirus,Fully clustered
1616,Synechococcus phage S-RIP1,NC_020867.1,55,True,44.892,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Kajamvirus,Kajamvirus,Fully clustered
2122,Synechococcus phage S-CBP2,NC_025455.1,53,True,46.237,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Kembevirus,Kembevirus,Fully clustered
1626,Prochlorococcus phage P-GSP1,NC_020878.1,49,True,44.945,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Lingvirus,Lingvirus,Fully clustered
3279,Rhizobium phage RHEph01,NC_047738.1,56,True,43.444,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Paadamvirus,Paadamvirus,Lower clustered then no edges
2101,Mesorhizobium phage vB_MloP_Lo5R7ANS,NC_025431.1,64,True,45.718,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Pairvirus,Pairvirus,Lower clustered then no edges
1583,Pelagibacter phage HTVC019P,NC_020483.1,59,True,42.084,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Pelagivirus,Pelagivirus,Fully clustered
3714,Synechococcus phage S-CBP4,NC_048183.1,94,True,41.824,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Poseidonvirus,Poseidonvirus|Lirvirus,Fully clustered
3715,Synechococcus phage S-CBP3,NC_048184.1,109,True,47.375,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Lirvirus,Poseidonvirus|Lirvirus,Fully clustered
3702,Synechococcus phage S-B28,NC_048171.1,55,True,45.424,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Qadamvirus,Qadamvirus,Fully clustered
1591,Synechococcus phage S-RIP2,NC_020838.1,54,True,45.728,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Sednavirus,Sednavirus,Fully clustered
1614,Cyanophage KBS-P-1A,NC_020865.1,57,True,45.73,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Sednavirus,Sednavirus,Fully clustered
1582,Pelagibacter phage HTVC011P,NC_020482.1,45,True,39.921,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Stopavirus,Stopavirus,Fully clustered
1323,Cyanophage 9515-10a,NC_016657.1,55,True,47.055,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tangaroavirus,Tangaroavirus,Fully clustered
1325,Cyanophage NATL2A-133,NC_016659.1,62,True,47.536,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tangaroavirus,Tangaroavirus,Fully clustered
1589,Prochlorococcus phage P-SSP10,NC_020835.1,49,True,47.325,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tangaroavirus,Tangaroavirus,Fully clustered
869,Prochlorococcus phage P-SSP7,NC_006882.2,58,True,45.176,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tiamatvirus,Tiamatvirus,Fully clustered
749,Synechococcus phage P60,NC_003390.2,55,True,46.675,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tiilvirus,Tiilvirus,Fully clustered
1322,Cyanophage P-SSP2,NC_016656.1,56,True,45.89,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tritonvirus,Tritonvirus,Fully clustered
1622,Prochlorococcus phage P-SSP3,NC_020874.1,53,True,46.198,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Tritonvirus,Tritonvirus,Fully clustered
1007,Synechococcus phage Syn5,NC_009531.1,61,True,46.214,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Voetvirus,Voetvirus,Fully clustered
1286,Pantoea phage LIMEzero,NC_015585.1,57,True,43.032,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Waewaevirus,Waewaevirus,Fully clustered
2123,Synechococcus phage S-CBP1,NC_025456.1,50,True,46.547,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,nan,nan,Fully clustered
3705,Shigella phage Buco,NC_048174.1,53,True,43.63,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Bucovirus,Bucovirus,Fully clustered
1200,Klebsiella phage KP34,NC_013649.2,57,True,43.809,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
1889,Klebsiella phage F19,NC_023567.2,51,True,43.766,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2089,Klebsiella phage NTUH-K2044-K1-1,NC_025418.1,35,True,43.871,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2305,Klebsiella phage Kp2,NC_028664.1,58,True,43.963,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2310,Klebsiella phage KpV41,NC_028670.1,55,True,44.203,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2404,Klebsiella phage vB_KpnP_SU503,NC_028816.1,54,True,43.809,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2450,Klebsiella phage vB_KpnP_SU552A,NC_028870.1,54,True,43.595,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2717,Klebsiella phage KpV475,NC_031025.1,51,True,42.201,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
2829,Klebsiella phage KpV71,NC_031246.1,53,True,43.267,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3289,Klebsiella phage phiBO1E,NC_047748.1,59,True,43.865,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3320,Klebsiella phage KP-Rio/2015,NC_047779.1,47,True,43.557,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3324,Klebsiella phage vB_KpnP_KpV48,NC_047783.1,57,True,44.623,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3328,Klebsiella phage KPV811,NC_047787.1,43,True,42.641,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3352,Klebsiella phage vB_KpnP_KpV74,NC_047811.1,56,True,44.094,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3390,Klebsiella phage AltoGao,NC_047849.1,53,True,43.012,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3398,Klebsiella phage phiKpS2,NC_047857.1,53,True,44.024,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3468,Shigella phage SFN6B,NC_047929.1,49,True,43.036,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3483,Klebsiella phage myPSH1235,NC_047944.1,49,True,45.135,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3703,Escherichia phage Minorna,NC_048172.1,57,True,43.264,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Drulisvirus,Drulisvirus,Fully clustered
3680,Providencia phage vB_PstP_PS3,NC_048148.1,52,True,41.024,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Kakivirus,Kakivirus,Fully clustered
2667,Pseudomonas phage YMC11/06/C171_PPU_BP,NC_030923.1,49,True,45.417,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Kantovirus,Kantovirus,Fully clustered
2758,Pectobacterium phage PP16,NC_031068.2,57,True,44.268,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Kotilavirus,Kotilavirus,Fully clustered
3299,Pectobacterium phage PPWS1,NC_047758.1,55,True,44.539,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Kotilavirus,Kotilavirus,Fully clustered
3635,Pectobacterium phage PPWS2,NC_048103.1,60,True,44.716,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Kotilavirus,Kotilavirus,Fully clustered
2270,Enterobacter phage phiKDA1,NC_027980.1,62,True,43.804,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Koutsourovirus,Koutsourovirus,Fully clustered
1451,Pantoea phage LIMElight,NC_019454.1,55,True,44.546,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Limelightvirus,Limelightvirus,Fully clustered
1158,Vibrio phage VP93,NC_012662.1,44,True,43.931,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Maculvirus,Maculvirus,Fully clustered
3569,Vibrio phage vB_VpaP_KF1,NC_048035.1,46,True,43.237,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Maculvirus,Maculvirus,Fully clustered
3570,Vibrio phage vB_VpaP_KF2,NC_048036.1,48,True,43.571,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Maculvirus,Maculvirus,Fully clustered
3698,Vibrio phage vB_VpaS_OWB,NC_048167.1,45,True,43.264,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan|Slopekvirinae|Corkvirinae,Maculvirus,Maculvirus,Fully clustered
2196,Proteus phage PM16,NC_027342.1,46,True,41.268,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Novosibovirus,Novosibovirus,Fully clustered
2215,Proteus phage PM 75,NC_027363.1,25,True,41.48,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Slopekvirinae,nan|Slopekvirinae|Corkvirinae,Novosibovirus,Novosibovirus,Fully clustered
2618,Pectobacterium phage Peat1,NC_029081.1,61,True,45.633,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
2781,Pectobacterium phage PP90,NC_031096.1,56,True,44.57,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
2922,Pectobacterium phage PhiM1,NC_041854.1,52,True,43.827,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3186,Pectobacterium phage vB_PatP_CB5,NC_042131.1,59,True,44.549,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3588,Pectobacterium phage Gaspode,NC_048056.1,60,True,44.364,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3590,Pectobacterium phage Lelidair,NC_048058.1,57,True,43.686,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3593,Pectobacterium phage Nobby,NC_048061.1,53,True,42.818,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3648,Pectobacterium phage Clickz,NC_048116.1,56,True,43.31,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3649,Pectobacterium phage Khlen,NC_048117.1,55,True,44.013,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3650,Pectobacterium phage Koot,NC_048118.1,53,True,43.402,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3651,Pectobacterium phage Phoria,NC_048119.1,55,True,43.825,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3652,Pectobacterium phage Zenivior,NC_048120.1,54,True,43.724,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Phimunavirus,Phimunavirus,Fully clustered
3300,Dickeya phage BF25/12,NC_047759.1,51,True,43.872,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Corkvirinae,nan|Slopekvirinae|Corkvirinae,Stompvirus,Stompvirus,Fully clustered
3284,Burkholderia phage Bp-AMP1,NC_047743.1,42,True,42.409,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Ampunavirus,Ampunavirus,Fully clustered
3357,Ralstonia phage RS-PI-1,NC_047816.1,48,True,43.211,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Ampunavirus,Ampunavirus,Fully clustered
4682,Ralstonia phage Anchaing,NC_054891.1,53,True,43.597,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,nan,Okabevirinae|nan,Anchaingvirus,Anchaingvirus,Fully clustered
1107,Ralstonia phage RSB1,NC_011201.1,47,True,43.079,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Higashivirus,Higashivirus,Fully clustered
3469,Ralstonia phage RsoP1IDN,NC_047930.1,41,True,41.135,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Higashivirus,Higashivirus,Fully clustered
1832,Burkholderia phage JG068,NC_022916.1,49,True,41.604,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Mguuvirus,Mguuvirus,Lower clustered then no edges
2551,Ralstonia phage RSJ2,NC_028988.1,43,True,44.36,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae|nan,Okabevirinae,Okabevirinae|nan,Risjevirus,Risjevirus,Fully clustered
