protein	scaffold	KO	AMG	KO name	KO evalue	KO score	KO v-score	Pfam	Pfam name	Pfam evalue	Pfam score	Pfam v-score	VOG	VOG name	VOG evalue	VOG score	VOG v-score
MP_LCAL0054___contig_1_fragment_12_1179	MP_LCAL0054___contig_1_fragment_12							PF10651.9	BppU N-terminal domain	2.5e-35	117.2	1.48	VOG18935	REFSEQ hypothetical protein	1.6e-35	118.6	0.23
MP_LCAL0054___contig_1_fragment_12_1180	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1181	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1182	MP_LCAL0054___contig_1_fragment_12							PF06605.11	Prophage endopeptidase tail	2.2e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	5.5e-29	97.3	1.98
MP_LCAL0054___contig_1_fragment_12_1183	MP_LCAL0054___contig_1_fragment_12							PF05709.11	Phage tail protein	3.7e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.3999999999999999e-36	121.8	2.99
MP_LCAL0054___contig_1_fragment_12_1184	MP_LCAL0054___contig_1_fragment_12												VOG04056	REFSEQ hypothetical protein	1.3999999999999996e-70	234.2	0.58
MP_LCAL0054___contig_1_fragment_12_1185	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1186	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1187	MP_LCAL0054___contig_1_fragment_12							PF04630.12	Phage tail tube protein	7.699999999999999e-22	73.5	1.0	VOG01397	REFSEQ major tail protein	2.3999999999999999e-32	107.9	6.53
MP_LCAL0054___contig_1_fragment_12_1188	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1189	MP_LCAL0054___contig_1_fragment_12												VOG03575	REFSEQ hypothetical protein	2.3e-22	75.4	1.72
MP_LCAL0054___contig_1_fragment_12_1190	MP_LCAL0054___contig_1_fragment_12												VOG00066	sp|O48446|HCP16_BPSPP Head completion protein gp16	2.8e-15	52.2	10.0
MP_LCAL0054___contig_1_fragment_12_1191	MP_LCAL0054___contig_1_fragment_12												VOG00181	REFSEQ hypothetical protein	1.8000000000000002e-13	46.2	7.11
MP_LCAL0054___contig_1_fragment_12_1192	MP_LCAL0054___contig_1_fragment_12							PF05065.13	Phage capsid family	2.7e-23	78.5	5.12	VOG13487	REFSEQ major capsid L	1.2999999999999998e-89	297.1	1.98
MP_LCAL0054___contig_1_fragment_12_1193	MP_LCAL0054___contig_1_fragment_12	K06904		K06904; uncharacterized protein	2e-48	164.2	2.41	PF04586.17	Caudovirus prohead serine protease	2e-49	163.8	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	4.599999999999999e-36	120.5	10.0
MP_LCAL0054___contig_1_fragment_12_1194	MP_LCAL0054___contig_1_fragment_12							PF04860.12	Phage portal protein	4.6e-46	153.3	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	1.4e-37	125.8	10.0
MP_LCAL0054___contig_1_fragment_12_1195	MP_LCAL0054___contig_1_fragment_12							PF03354.15	Phage Terminase	9.9e-55	181.7	2.87	VOG04497	REFSEQ putative terminase small subunit	4.6e-74	244.7	1.93
MP_LCAL0054___contig_1_fragment_12_1196	MP_LCAL0054___contig_1_fragment_12							PF05119.12	"Phage terminase, small subunit"	2.0000000000000002e-20	69.0	1.58	VOG00687	REFSEQ terminase small subunit	3e-26	88.0	8.56
MP_LCAL0054___contig_1_fragment_12_1197	MP_LCAL0054___contig_1_fragment_12	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.7e-11	42.3	0.95						VOG00962	REFSEQ hypothetical protein	6.2000000000000004e-21	70.8	1.79
MP_LCAL0054___contig_1_fragment_12_1198	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1199	MP_LCAL0054___contig_1_fragment_12							PF06114.13	IrrE N-terminal-like domain	7.2e-21	70.3	0.35	VOG00361	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2	3e-25	85.2	4.29
MP_LCAL0054___contig_1_fragment_12_1200	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1201	MP_LCAL0054___contig_1_fragment_12												VOG01162	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU	8.199999999999999e-33	109.4	4.78
MP_LCAL0054___contig_1_fragment_12_1202	MP_LCAL0054___contig_1_fragment_12	K03111		ssb; single-strand DNA-binding protein	1.6e-43	148.7	4.34	PF00436.25	Single-strand binding protein family	1.4999999999999997e-36	120.5	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	7.3e-48	158.4	10.0
MP_LCAL0054___contig_1_fragment_12_1203	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1204	MP_LCAL0054___contig_1_fragment_12												VOG01042	sp|P39787|DNAD_BACSU DNA replication protein DnaD	2.7999999999999998e-12	42.3	1.48
MP_LCAL0054___contig_1_fragment_12_1205	MP_LCAL0054___contig_1_fragment_12							PF16784.5	Putative HNHc nuclease	3.3e-36	120.6	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	5.6e-31	103.3	2.92
MP_LCAL0054___contig_1_fragment_12_1206	MP_LCAL0054___contig_1_fragment_12							PF04404.12	ERF superfamily	2.5e-34	114.2	2.54	VOG09746	sp|P04892|ERF_BPP22 Essential recombination function protein	8.699999999999999e-36	119.3	8.58
MP_LCAL0054___contig_1_fragment_12_1207	MP_LCAL0054___contig_1_fragment_12							PF05565.11	Siphovirus Gp157	1.1999999999999999e-42	141.6	1.0	VOG11084	REFSEQ hypothetical protein	7.099999999999999e-44	145.3	3.79
MP_LCAL0054___contig_1_fragment_12_1208	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1209	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1210	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1211	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1212	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1213	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1214	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1215	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1216	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1217	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1218	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1219	MP_LCAL0054___contig_1_fragment_12																
MP_LCAL0054___contig_1_fragment_12_1220	MP_LCAL0054___contig_1_fragment_12	K07729		K07729; putative transcriptional regulator	6e-13	47.7	2.41	PF01381.22	Helix-turn-helix	1.3999999999999999e-14	49.8	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	6.2e-12	42.0	10.0
MP_LCAL0054___contig_1_fragment_12_1221	MP_LCAL0054___contig_1_fragment_12	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.2e-20	72.9	2.88	PF00717.23	Peptidase S24-like	1.8000000000000002e-13	46.2	1.35	VOG20253	REFSEQ hypothetical protein	4.6e-27	90.4	0.66
MP_LCAL0054___contig_1_fragment_13_1237	MP_LCAL0054___contig_1_fragment_13							PF05382.13	Bacteriophage peptidoglycan hydrolase	9.199999999999999e-63	206.3	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	3.1e-56	186.8	3.48
MP_LCAL0054___contig_1_fragment_13_1238	MP_LCAL0054___contig_1_fragment_13							PF16938.5	Putative phage holin Dp-1	1.7999999999999998e-31	104.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	6.3e-20	67.5	1.0
MP_LCAL0054___contig_1_fragment_13_1239	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1240	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1241	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1242	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1243	MP_LCAL0054___contig_1_fragment_13							PF10651.9	BppU N-terminal domain	7.299999999999999e-38	125.5	1.48	VOG13479	REFSEQ gp067	7.799999999999999e-54	178.6	0.52
MP_LCAL0054___contig_1_fragment_13_1244	MP_LCAL0054___contig_1_fragment_13							PF18013.1	Phage tail lysozyme	5.2e-33	110.0	1.0	VOG00824	REFSEQ putative antireceptor	1.4999999999999995e-121	403.0	1.44
MP_LCAL0054___contig_1_fragment_13_1245	MP_LCAL0054___contig_1_fragment_13							PF05709.11	Phage tail protein	1.2999999999999998e-19	66.5	3.63	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein	5e-35	117.2	5.58
MP_LCAL0054___contig_1_fragment_13_1246	MP_LCAL0054___contig_1_fragment_13												VOG02632	REFSEQ gp14	8.200000000000001e-29	96.2	8.4
MP_LCAL0054___contig_1_fragment_13_1247	MP_LCAL0054___contig_1_fragment_13												VOG01394	REFSEQ hypothetical protein	1.6999999999999999e-35	118.3	2.22
MP_LCAL0054___contig_1_fragment_13_1248	MP_LCAL0054___contig_1_fragment_13							PF12363.8	"Phage tail assembly chaperone protein, TAC"	8.699999999999999e-39	128.3	1.0	VOG00446	REFSEQ hypothetical protein	3.9e-23	78.1	3.96
MP_LCAL0054___contig_1_fragment_13_1249	MP_LCAL0054___contig_1_fragment_13							PF06199.11	Phage tail tube protein	1.1000000000000001e-20	70.0	1.0	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein	8.299999999999999e-41	135.5	5.26
MP_LCAL0054___contig_1_fragment_13_1250	MP_LCAL0054___contig_1_fragment_13												VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17	3.6e-19	65.0	4.73
MP_LCAL0054___contig_1_fragment_13_1251	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1252	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1253	MP_LCAL0054___contig_1_fragment_13	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	2.3999999999999988e-209	696.9	0	PF13229.6	Right handed beta helix region	1.4e-15	53.4	0.47					
MP_LCAL0054___contig_1_fragment_13_1254	MP_LCAL0054___contig_1_fragment_13												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	5.099999999999999e-20	68.0	9.06
MP_LCAL0054___contig_1_fragment_13_1255	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1256	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1257	MP_LCAL0054___contig_1_fragment_13	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.0000000000000001e-24	86.3	2.88	PF00717.23	Peptidase S24-like	2.6000000000000002e-12	42.5	1.35	VOG00459	REFSEQ putative CI-like transcriptional repressor	4e-28	94.3	0.49
MP_LCAL0054___contig_1_fragment_13_1258	MP_LCAL0054___contig_1_fragment_13																
MP_LCAL0054___contig_1_fragment_13_1259	MP_LCAL0054___contig_1_fragment_13	K09022		"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	2.3999999999999997e-51	174.1	0.02	PF01042.21	Endoribonuclease L-PSP	4.3e-39	129.2	0.02					
MP_LCAL0054___contig_1_fragment_13_1260	MP_LCAL0054___contig_1_fragment_13	K02013		ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	2.5999999999999997e-104	348.6	0.03	PF00005.27	ABC transporter	1.4e-32	109.0	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	1.6999999999999998e-38	128.1	0.77
GCA_000283975___contig_1_fragment_5_523	GCA_000283975___contig_1_fragment_5	K02013		ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	2.5999999999999997e-104	348.6	0.03	PF00005.27	ABC transporter	1.4e-32	109.0	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	1.6999999999999998e-38	128.1	0.77
GCA_000283975___contig_1_fragment_5_524	GCA_000283975___contig_1_fragment_5	K09022		"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	2.3999999999999997e-51	174.1	0.02	PF01042.21	Endoribonuclease L-PSP	4.3e-39	129.2	0.02					
GCA_000283975___contig_1_fragment_5_525	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_526	GCA_000283975___contig_1_fragment_5	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.0000000000000001e-24	86.3	2.88	PF00717.23	Peptidase S24-like	2.6000000000000002e-12	42.5	1.35	VOG00459	REFSEQ putative CI-like transcriptional repressor	4e-28	94.3	0.49
GCA_000283975___contig_1_fragment_5_527	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_528	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_529	GCA_000283975___contig_1_fragment_5												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	5.099999999999999e-20	68.0	9.06
GCA_000283975___contig_1_fragment_5_530	GCA_000283975___contig_1_fragment_5	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	7.599999999999997e-209	695.3	0	PF13229.6	Right handed beta helix region	1.4e-15	53.4	0.47					
GCA_000283975___contig_1_fragment_5_531	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_532	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_533	GCA_000283975___contig_1_fragment_5												VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17	3.6e-19	65.0	4.73
GCA_000283975___contig_1_fragment_5_534	GCA_000283975___contig_1_fragment_5							PF06199.11	Phage tail tube protein	1.1000000000000001e-20	70.0	1.0	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein	8.299999999999999e-41	135.5	5.26
GCA_000283975___contig_1_fragment_5_535	GCA_000283975___contig_1_fragment_5							PF12363.8	"Phage tail assembly chaperone protein, TAC"	8.699999999999999e-39	128.3	1.0	VOG00446	REFSEQ hypothetical protein	3.9e-23	78.1	3.96
GCA_000283975___contig_1_fragment_5_536	GCA_000283975___contig_1_fragment_5												VOG01394	REFSEQ hypothetical protein	1.6999999999999999e-35	118.3	2.22
GCA_000283975___contig_1_fragment_5_537	GCA_000283975___contig_1_fragment_5												VOG02632	REFSEQ gp14	8.200000000000001e-29	96.2	8.4
GCA_000283975___contig_1_fragment_5_538	GCA_000283975___contig_1_fragment_5							PF05709.11	Phage tail protein	1.2999999999999998e-19	66.5	3.63	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein	5e-35	117.2	5.58
GCA_000283975___contig_1_fragment_5_539	GCA_000283975___contig_1_fragment_5							PF18013.1	Phage tail lysozyme	5.2e-33	110.0	1.0	VOG00824	REFSEQ putative antireceptor	1.4999999999999995e-121	403.0	1.44
GCA_000283975___contig_1_fragment_5_540	GCA_000283975___contig_1_fragment_5							PF10651.9	BppU N-terminal domain	7.299999999999999e-38	125.5	1.48	VOG13479	REFSEQ gp067	7.799999999999999e-54	178.6	0.52
GCA_000283975___contig_1_fragment_5_541	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_542	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_543	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_544	GCA_000283975___contig_1_fragment_5																
GCA_000283975___contig_1_fragment_5_545	GCA_000283975___contig_1_fragment_5							PF16938.5	Putative phage holin Dp-1	1.7999999999999998e-31	104.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	6.3e-20	67.5	1.0
GCA_000283975___contig_1_fragment_5_546	GCA_000283975___contig_1_fragment_5							PF05382.13	Bacteriophage peptidoglycan hydrolase	3.7e-24	81.1	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	2.5e-18	62.5	3.48
GCA_000283975___contig_1_fragment_5_547	GCA_000283975___contig_1_fragment_5							PF16775.5	Target recognition domain of lytic exoenzyme	1.8999999999999998e-52	171.8	0.44	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	4.4e-35	117.5	3.48
MP_ATCC35311___contig_1_fragment_7_566	MP_ATCC35311___contig_1_fragment_7	K02013		ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	1.7999999999999997e-103	345.9	0.03	PF00005.27	ABC transporter	1.8e-32	108.6	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	2.3999999999999997e-38	127.6	0.77
MP_ATCC35311___contig_1_fragment_7_567	MP_ATCC35311___contig_1_fragment_7	K09022		"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	1e-50	172.1	0.02	PF01042.21	Endoribonuclease L-PSP	7.3e-39	128.4	0.02					
MP_ATCC35311___contig_1_fragment_7_568	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_569	MP_ATCC35311___contig_1_fragment_7	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.0000000000000001e-24	86.3	2.88	PF00717.23	Peptidase S24-like	2.6000000000000002e-12	42.5	1.35	VOG00459	REFSEQ putative CI-like transcriptional repressor	4e-28	94.3	0.49
MP_ATCC35311___contig_1_fragment_7_570	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_571	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_572	MP_ATCC35311___contig_1_fragment_7												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	5.6999999999999995e-12	41.9	9.06
MP_ATCC35311___contig_1_fragment_7_573	MP_ATCC35311___contig_1_fragment_7	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	2.599999999999999e-209	696.8	0	PF13229.6	Right handed beta helix region	1.4e-15	53.4	0.47					
MP_ATCC35311___contig_1_fragment_7_574	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_575	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_576	MP_ATCC35311___contig_1_fragment_7												VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17	7.8e-20	67.1	4.73
MP_ATCC35311___contig_1_fragment_7_577	MP_ATCC35311___contig_1_fragment_7							PF06199.11	Phage tail tube protein	1.0000000000000001e-20	70.1	1.0	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein	1.2e-40	135.0	5.26
MP_ATCC35311___contig_1_fragment_7_578	MP_ATCC35311___contig_1_fragment_7							PF12363.8	"Phage tail assembly chaperone protein, TAC"	8.699999999999999e-39	128.3	1.0	VOG00446	REFSEQ hypothetical protein	3.9e-23	78.1	3.96
MP_ATCC35311___contig_1_fragment_7_579	MP_ATCC35311___contig_1_fragment_7												VOG01394	REFSEQ hypothetical protein	1.6999999999999999e-35	118.3	2.22
MP_ATCC35311___contig_1_fragment_7_580	MP_ATCC35311___contig_1_fragment_7												VOG02632	REFSEQ gp14	2.5e-27	91.2	8.4
MP_ATCC35311___contig_1_fragment_7_581	MP_ATCC35311___contig_1_fragment_7							PF05709.11	Phage tail protein	2.4e-20	68.9	3.63	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein	2.8999999999999997e-35	118.0	5.58
MP_ATCC35311___contig_1_fragment_7_582	MP_ATCC35311___contig_1_fragment_7							PF18013.1	Phage tail lysozyme	3.9e-19	65.0	1.0	VOG00824	REFSEQ putative antireceptor	9.399999999999997e-113	374.0	1.44
MP_ATCC35311___contig_1_fragment_7_583	MP_ATCC35311___contig_1_fragment_7												VOG21997	REFSEQ hypothetical protein	1.0000000000000001e-11	40.3	0.18
MP_ATCC35311___contig_1_fragment_7_584	MP_ATCC35311___contig_1_fragment_7							PF10651.9	BppU N-terminal domain	1.4999999999999998e-37	124.4	1.48	VOG13479	REFSEQ gp067	2.9999999999999995e-54	179.9	0.52
MP_ATCC35311___contig_1_fragment_7_585	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_586	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_587	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_588	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_589	MP_ATCC35311___contig_1_fragment_7																
MP_ATCC35311___contig_1_fragment_7_590	MP_ATCC35311___contig_1_fragment_7							PF16938.5	Putative phage holin Dp-1	1.7999999999999998e-31	104.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	6.3e-20	67.5	1.0
MP_ATCC35311___contig_1_fragment_7_591	MP_ATCC35311___contig_1_fragment_7							PF05382.13	Bacteriophage peptidoglycan hydrolase	9.199999999999999e-63	206.3	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	3.1e-56	186.8	3.48
MP_ATCC35311___contig_1_fragment_8_607	MP_ATCC35311___contig_1_fragment_8	K06400		spoIVCA; site-specific DNA recombinase	8.5e-23	79.8	2.76						VOG00520	sp|P03015|GIN_BPMU Serine recombinase gin	4e-16	54.7	10.0
MP_ATCC35311___contig_1_fragment_8_608	MP_ATCC35311___contig_1_fragment_8	K06400		spoIVCA; site-specific DNA recombinase	1.8e-15	55.6	2.76	PF07508.13	Recombinase	1.6e-12	43.6	0.16	VOG00520	sp|P03015|GIN_BPMU Serine recombinase gin	7.7e-16	53.7	10.0
MP_ATCC35311___contig_1_fragment_8_609	MP_ATCC35311___contig_1_fragment_8	K06400		spoIVCA; site-specific DNA recombinase	1.1999999999999997e-67	228.0	2.76	PF00239.21	"Resolvase, N terminal domain"	2.3999999999999996e-45	150.1	3.05	VOG00520	sp|P03015|GIN_BPMU Serine recombinase gin	2.1999999999999997e-63	210.5	10.0
MP_ATCC35311___contig_1_fragment_8_610	MP_ATCC35311___contig_1_fragment_8												VOG18091	REFSEQ hypothetical protein	2.7e-17	59.2	0.06
MP_ATCC35311___contig_1_fragment_8_611	MP_ATCC35311___contig_1_fragment_8												VOG01271	sp|O31942|YONS_BACSU SPBc2 prophage-derived uncharacterized lipoprotein YonS	1.4e-13	46.9	0.38
MP_ATCC35311___contig_1_fragment_8_612	MP_ATCC35311___contig_1_fragment_8	K01356		lexA; repressor LexA [EC:3.4.21.88]	4.4000000000000005e-23	81.0	2.88	PF01381.22	Helix-turn-helix	1.6e-18	62.4	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	1.7e-27	92.6	10.0
MP_ATCC35311___contig_1_fragment_8_613	MP_ATCC35311___contig_1_fragment_8																
MP_ATCC35311___contig_1_fragment_8_614	MP_ATCC35311___contig_1_fragment_8	K07741		antB; anti-repressor protein	1.6e-29	102.7	2.25	PF03374.14	Phage antirepressor protein KilAC domain	2.1e-36	120.5	2.71	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD	8.7e-46	152.4	7.43
