genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
MZ648214.1,,121,True,75.809,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,39,21.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,2,103
MZ681517.1,,80,True,47.336,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,21,72
MZ747513.1,,70,True,41.51,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,57
MZ747520.1,,99,True,57.846,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MZ773648.1,,83,True,75.871,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,80
MZ820083.1,,68,True,41.195,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,57
MZ820089.1,,126,True,88.657,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,90,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,49.0,1,1
MZ826350.1,,174,True,98.536,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,225.0,3,116
MZ832314.1,,71,True,42.462,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,2,15
MZ836210.1,,78,True,46.1,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,123,40.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,286.0,2,50
MZ868713.1,,185,True,94.02,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,225.0,2,116
MZ868718.1,,87,True,51.465,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,294.0,19,35
MZ927745.1,,58,True,43.067,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,26,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,66.0,326.0,1,126
MZ927746.1,,54,True,43.141,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,26,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,66.0,326.0,1,126
MZ955866.1,,60,True,43.018,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,15
MZ955867.1,,91,True,73.001,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,32,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,87
NC_000866.4,,278,True,168.903,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,30,112
NC_000867.1,,22,True,10.079,28,2.0,Varidnaviria,Varidnaviria,,34,2.0,Varidnaviria,Varidnaviria,,64,2.0,Varidnaviria,Varidnaviria,,104,2.0,Varidnaviria,Varidnaviria,,145,2.0,Varidnaviria,Varidnaviria,,Varidnaviria,reference,1.0,1.0,1.0,
NC_000871.1,,45,True,37.37,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
NC_000872.1,,50,True,40.739,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
NC_000896.1,,63,True,43.785,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,105,1.0,Duplodnaviria,Duplodnaviria,,146,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,134.0,0,60
NC_000902.1,,83,True,60.942,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,305.0,27,48
NC_000924.1,,80,True,61.67,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,305.0,27,48
NC_000935.1,,54,True,36.524,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,147,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,290.0,1,17
NC_001270.2,,13,True,6.825,29,1.0,Monodnaviria,Monodnaviria,,35,1.0,Monodnaviria,Monodnaviria,,65,1.0,Monodnaviria,Monodnaviria,edgeless,106,1.0,Monodnaviria,Monodnaviria,edgeless,148,1.0,Monodnaviria,Monodnaviria,edgeless,Monodnaviria,reference,0.0,0.0,0,0
NC_001271.1,,59,True,39.6,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,7,1
NC_001317.1,,46,True,30.624,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,3,25
NC_001330.1,,10,True,6.087,30,16.0,Monodnaviria,Monodnaviria,,36,16.0,Monodnaviria,Monodnaviria,,66,16.0,Monodnaviria,Monodnaviria,,107,16.0,Monodnaviria,Monodnaviria,,149,16.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_001331.1,,15,True,7.349,16,2.0,Monodnaviria,Monodnaviria,,19,2.0,Monodnaviria,Monodnaviria,,37,2.0,Monodnaviria,Monodnaviria,,62,2.0,Monodnaviria,Monodnaviria,,93,2.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_001332.1,,9,True,6.744,22,7.0,Monodnaviria,Monodnaviria,,26,7.0,Monodnaviria,Monodnaviria,,48,7.0,Monodnaviria,Monodnaviria,,83,3.0,Monodnaviria,Monodnaviria,,117,3.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_001335.1,,90,True,52.297,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,5.0,24.0,41,33
NC_001338.1,,31,True,15.465,12,48.0,Adnaviria,Adnaviria,,37,10.0,,No prediction,,67,10.0,,No prediction,,108,9.0,,No prediction,,150,9.0,,No prediction,,Adnaviria,reference,1.0,1.0,1.0,
NC_001341.1,,4,True,4.491,31,1.0,Monodnaviria,Monodnaviria,edgeless,38,1.0,Monodnaviria,Monodnaviria,edgeless,68,1.0,Monodnaviria,Monodnaviria,edgeless,109,1.0,Monodnaviria,Monodnaviria,edgeless,151,1.0,Monodnaviria,Monodnaviria,edgeless,Monodnaviria,reference,0.0,0.0,0,0
NC_001365.1,,12,True,8.273,32,3.0,Monodnaviria,Monodnaviria,,39,3.0,Monodnaviria,Monodnaviria,,69,3.0,Monodnaviria,Monodnaviria,,110,3.0,Monodnaviria,Monodnaviria,,152,3.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_001396.1,,9,True,7.308,0,14.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,3,1
NC_001416.1,,74,True,48.502,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,305.0,28,48
NC_001417.2,,4,True,3.569,33,1.0,Riboviria,Riboviria,,40,1.0,Riboviria,Riboviria,,70,1.0,Riboviria,Riboviria,,111,1.0,Riboviria,Riboviria,,153,1.0,Riboviria,Riboviria,edgeless,Riboviria,reference,Not implemented,Not implemented,Not implemented,Not implemented
NC_001418.1,,18,True,5.833,34,1.0,Monodnaviria,Monodnaviria,edgeless,41,1.0,Monodnaviria,Monodnaviria,edgeless,71,1.0,Monodnaviria,Monodnaviria,edgeless,112,1.0,Monodnaviria,Monodnaviria,edgeless,154,1.0,Monodnaviria,Monodnaviria,edgeless,Monodnaviria,reference,0,0,0,0
NC_001420.2,,11,True,5.577,30,16.0,Monodnaviria,Monodnaviria,,36,16.0,Monodnaviria,Monodnaviria,,66,16.0,Monodnaviria,Monodnaviria,,107,16.0,Monodnaviria,Monodnaviria,,149,16.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,6,1
NC_001421.2,,31,True,14.927,35,3.0,Varidnaviria,Varidnaviria,,42,2.0,Varidnaviria,Varidnaviria,,72,2.0,Varidnaviria,Varidnaviria,,113,2.0,Varidnaviria,Varidnaviria,,155,2.0,Varidnaviria,Varidnaviria,,Varidnaviria,reference,1,1,1,
NC_001422.1,,11,True,5.386,30,16.0,Monodnaviria,Monodnaviria,,36,16.0,Monodnaviria,Monodnaviria,,66,16.0,Monodnaviria,Monodnaviria,,107,16.0,Monodnaviria,Monodnaviria,,149,16.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,8,1
NC_001423.1,,27,True,19.366,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,114,7.0,Duplodnaviria,Duplodnaviria,,156,7.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,11.0,71.0,1,36
NC_001426.1,,4,True,3.466,36,1.0,Riboviria,Riboviria,,43,1.0,Riboviria,Riboviria,,73,1.0,Riboviria,Riboviria,,115,1.0,Riboviria,Riboviria,,157,1.0,Riboviria,Riboviria,edgeless,Riboviria,reference,Not implemented,Not implemented,Not implemented,Not implemented
NC_001447.1,,16,True,11.965,37,1.0,,No prediction,edgeless,44,1.0,,No prediction,edgeless,74,1.0,,No prediction,edgeless,116,1.0,,No prediction,edgeless,158,1.0,,No prediction,edgeless,No Realm,None,0,0,0,0
NC_001604.1,,60,True,39.937,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,10,1
NC_001609.1,,14,True,11.624,38,1.0,Duplodnaviria,Duplodnaviria,,45,1.0,Duplodnaviria,Duplodnaviria,,75,1.0,Duplodnaviria,Duplodnaviria,edgeless,117,1.0,Duplodnaviria,Duplodnaviria,edgeless,159,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,0,0,0,0
NC_001628.1,,4,True,3.588,39,2.0,Riboviria,Riboviria,,46,2.0,Riboviria,Riboviria,,76,1.0,Riboviria,Riboviria,,118,1.0,Riboviria,Riboviria,edgeless,160,1.0,Riboviria,Riboviria,edgeless,Riboviria,reference,Not implemented,Not implemented,Not implemented,Not implemented
NC_001629.1,,37,True,22.195,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,77,36.0,Duplodnaviria,Duplodnaviria,,119,36.0,Duplodnaviria,Duplodnaviria,,161,36.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,76.0,1,1
NC_001697.1,,41,True,32.355,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,120,3.0,Duplodnaviria,Duplodnaviria,,162,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,1,27
NC_001706.1,,39,True,22.172,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,77,36.0,Duplodnaviria,Duplodnaviria,,119,36.0,Duplodnaviria,Duplodnaviria,,161,36.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,76.0,1,1
NC_001730.1,,10,True,6.089,30,16.0,Monodnaviria,Monodnaviria,,36,16.0,Monodnaviria,Monodnaviria,,66,16.0,Monodnaviria,Monodnaviria,,107,16.0,Monodnaviria,Monodnaviria,,149,16.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_001741.1,,12,True,4.877,40,1.0,Monodnaviria,Monodnaviria,,47,1.0,Monodnaviria,Monodnaviria,,78,1.0,Monodnaviria,Monodnaviria,edgeless,121,1.0,Monodnaviria,Monodnaviria,edgeless,163,1.0,Monodnaviria,Monodnaviria,edgeless,Monodnaviria,reference,0,0,0,0
NC_001825.1,,25,True,19.343,41,2.0,Duplodnaviria,Duplodnaviria,,48,2.0,Duplodnaviria,Duplodnaviria,,79,2.0,Duplodnaviria,Duplodnaviria,,122,2.0,Duplodnaviria,Duplodnaviria,,164,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1,1,1,1
NC_001835.1,,56,True,28.451,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_001884.1,,185,True,134.416,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,123,1.0,Duplodnaviria,Duplodnaviria,,166,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,183.0,0,3
NC_001890.1,,4,True,4.215,42,3.0,Riboviria,Riboviria,,49,3.0,Riboviria,Riboviria,,80,3.0,Riboviria,Riboviria,,124,1.0,Riboviria,Riboviria,,167,1.0,Riboviria,Riboviria,,Riboviria,reference,Not implemented,Not implemented,Not implemented,Not implemented
NC_001895.1,,43,True,33.593,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_001900.2,,77,True,49.127,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,5.0,24.0,40,33
NC_001901.1,,60,True,46.375,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,302.0,34,48
NC_001902.1,,32,True,26.111,43,2.0,Duplodnaviria,Duplodnaviria,,50,2.0,Duplodnaviria,Duplodnaviria,,81,2.0,Duplodnaviria,Duplodnaviria,,125,2.0,Duplodnaviria,Duplodnaviria,,168,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1,1,1,1
NC_001909.1,,64,True,31.754,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_001942.1,,15,True,15.644,3,2.0,,No prediction,,51,1.0,,No prediction,,82,1.0,,No prediction,edgeless,126,1.0,,No prediction,edgeless,169,1.0,,No prediction,edgeless,No Realm,None,1.0,1.0,0,0
NC_001954.1,,10,True,8.454,22,7.0,Monodnaviria,Monodnaviria,,26,7.0,Monodnaviria,Monodnaviria,,48,7.0,Monodnaviria,Monodnaviria,,127,1.0,Monodnaviria,Monodnaviria,,170,1.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,0,1
NC_001956.1,,9,True,8.651,44,2.0,Monodnaviria,Monodnaviria,,52,2.0,Monodnaviria,Monodnaviria,,83,2.0,Monodnaviria,Monodnaviria,,128,2.0,Monodnaviria,Monodnaviria,,171,2.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1,1,1,1
NC_001998.1,,9,True,4.529,45,4.0,Monodnaviria,Monodnaviria,,53,4.0,Monodnaviria,Monodnaviria,,84,4.0,Monodnaviria,Monodnaviria,,129,4.0,Monodnaviria,Monodnaviria,,172,4.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1,1,1,1
NC_002014.1,,12,True,6.883,22,7.0,Monodnaviria,Monodnaviria,,26,7.0,Monodnaviria,Monodnaviria,,48,7.0,Monodnaviria,Monodnaviria,,83,3.0,Monodnaviria,Monodnaviria,,117,3.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_002072.2,,45,True,34.815,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
NC_002166.1,,35,True,40.751,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,306.0,40,47
NC_002167.1,,61,True,39.732,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,306.0,39,47
NC_002180.1,,6,True,4.532,45,4.0,Monodnaviria,Monodnaviria,,53,4.0,Monodnaviria,Monodnaviria,,84,4.0,Monodnaviria,Monodnaviria,,129,4.0,Monodnaviria,Monodnaviria,,172,4.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1,1,1,1
NC_002185.1,,46,True,35.466,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
NC_002194.1,,8,True,4.563,45,4.0,Monodnaviria,Monodnaviria,,53,4.0,Monodnaviria,Monodnaviria,,84,4.0,Monodnaviria,Monodnaviria,,129,4.0,Monodnaviria,Monodnaviria,,172,4.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1,1,1,1
NC_002214.1,,51,True,39.807,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
NC_002321.1,,62,True,41.401,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,3,298.0,Duplodnaviria,Duplodnaviria,,173,126.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,151.0,5,63
NC_002362.1,,10,True,8.784,2,13.0,Monodnaviria,Monodnaviria,,2,13.0,Monodnaviria,Monodnaviria,,36,6.0,Monodnaviria,Monodnaviria,,61,6.0,Monodnaviria,Monodnaviria,,92,6.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_002363.1,,8,True,6.891,2,13.0,Monodnaviria,Monodnaviria,,2,13.0,Monodnaviria,Monodnaviria,,36,6.0,Monodnaviria,Monodnaviria,,61,6.0,Monodnaviria,Monodnaviria,,92,6.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
NC_002371.2,,72,True,41.724,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,306.0,46,47
NC_002484.2,,99,True,56.426,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,300.0,16,38
NC_002486.1,,65,True,45.636,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,3,298.0,Duplodnaviria,Duplodnaviria,,173,126.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,151.0,6,63
NC_002515.1,,11,True,11.66,46,1.0,Duplodnaviria,Duplodnaviria,edgeless,54,1.0,Duplodnaviria,Duplodnaviria,edgeless,85,1.0,Duplodnaviria,Duplodnaviria,edgeless,130,1.0,Duplodnaviria,Duplodnaviria,edgeless,174,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,0,0,0,0
NC_002519.1,,32,True,39.898,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,86,4.0,Duplodnaviria,Duplodnaviria,,131,4.0,Duplodnaviria,Duplodnaviria,,175,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,232.0,2,1
NC_002628.3,,37,True,31.007,43,2.0,Duplodnaviria,Duplodnaviria,,50,2.0,Duplodnaviria,Duplodnaviria,,81,2.0,Duplodnaviria,Duplodnaviria,,125,2.0,Duplodnaviria,Duplodnaviria,,168,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1,1,2,1
NC_002643.1,,11,True,4.594,47,1.0,Monodnaviria,Monodnaviria,,55,1.0,Monodnaviria,Monodnaviria,,87,1.0,Monodnaviria,Monodnaviria,edgeless,132,1.0,Monodnaviria,Monodnaviria,edgeless,176,1.0,Monodnaviria,Monodnaviria,edgeless,Monodnaviria,reference,0,0,0,0
NC_002649.1,,35,True,21.129,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,133,3.0,Duplodnaviria,Duplodnaviria,,177,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,11.0,71.0,1,36
