combined	MP_ATCC35311___MP_ATCC35311___Typical	GCA_003966875___DAT561___Atypical	GCA_025728595___2020OR4___Atypical	GCA_025728615___2020OR23___Atypical	GCA_049529675___23_AG_1_325___Atypical	GCA_049529995___22_K_0_S31_1___Atypical	GCA_049530615___22_A_4_06___Atypical	GCA_051488205___2020OR6___Atypical	GCA_001047445___90___Typical	GCA_025728635___2020AB19___Atypical	GCA_025728695___2020BC9___Atypical	GCA_049529775___22_X_1_04___Atypical	GCA_049530795___21_G_3_02___Atypical	GCA_051487725___2020UT9___Atypical	GCA_051487745___2020UT13___Atypical	GCA_051487805___2021SK14___Atypical	MP_BCQMy204___MP_BCQMy204___Atypical	MP_BCQMy205___MP_BCQMy205___Atypical	MP_BCQMy206___MP_BCQMy206___Atypical	MP_BCQMy223___MP_BCQMy223___Atypical	MP_BCQMy224___MP_BCQMy224___Atypical	MP_BCQMy225___MP_BCQMy225___Atypical	GCA_001047515___119___Typical	GCA_004001205___DAT585___Typical	GCA_000747585___S1___Typical	GCA_001047395___49.3___Typical	GCA_001047435___765-6B___Typical	GCA_001047465___764-5B___Typical	GCA_004001225___DAT606___Typical	GCA_009731445___DAT1033___Typical	GCA_001047595___82___Typical	GCA_025728675___2020SK1___Atypical	GCA_049529835___22_O_146___Typical	GCA_001047405___B5___Typical	GCA_001047455___21.1___Typical	GCA_001047525___H6___Typical	GCA_001047545___60___Typical	GCA_001047555___L9___Typical
group_4962___Diadenosine tetraphosphatase YqeK or a related HD superfamily phosphohydrolase___COG1713___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4963___Two-component system, LytTR family, sensor histidine kinase AgrC___K07706___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4964___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4965___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4966___Hypothetical___NA___NA___NA	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4967___ABC-type Na+ transport system, ATPase component NatA___COG4555___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4968___DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog___COG1508___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4969___ATP-dependent protease ClpP, protease subunit___COG0740___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4970___Pectate lyase___K01728___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4971___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
group_4975___alkaline shock response membrane anchor protein AmaP___anchor_AmaP___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4976___alkaline shock response membrane anchor protein AmaP___anchor_AmaP___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4977___Ribosomal protein L24___COG0198___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4978___Ribosomal protein L6P/L9E___COG0097___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4979___ribosomal protein uL30___TIGR01308___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_497___Exonuclease VII, large subunit___COG1570___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4980___Ribosomal protein L5___COG0094___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4981___SAP domain-containing new25___PF18953___PFAM___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_4984___Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)___COG1806___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4985___Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity___COG1610___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4986___Uncharacterized conserved protein YueI, DUF2278 family___COG5506___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4987___ABC-type uncharacterized transport system, permease component___COG4587___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4988___Viologen exporter family transport system ATP-binding protein___K25156___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4989___bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU___PRK14354.1___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4990___Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily___COG1480___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_4992___MFS family permease, includes anhydromuropeptide permease AmpG___COG0477___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5002___Hypothetical___NA___NA___NA	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5003___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
group_5004___Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway)___COG0819___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5005___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5008___Uncharacterized conserved protein YsxB, DUF464 family___COG2868___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_500___Chromosomal replication initiator protein___K02313___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5012___phosphoribosylaminoimidazolesuccinocarboxamide synthase___PRK09362.1-3___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5013___D-proline reductase (dithiol)-stabilizing protein PrdD___K10795___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5014___oleate hydratase___PRK13977.1___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5018___S4 domain protein YaaA___TIGR02988___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5019___ATP-binding cassette, subfamily B, multidrug efflux pump___K18888___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5020___competence type IV pilus minor pilin ComGD___ComGD___PGAP___NA	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5022___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5025___LytR family transcriptional regulator___PRK09379.1___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5032___General stress protein YciG, contains tandem KGG domains___COG3729___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5033___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
group_5037___16S rRNA (uracil(1498)-N(3))-methyltransferase___PRK11713.1-4___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5038___(p)ppGpp synthase/hydrolase, HD superfamily___COG0317___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5039___Hypothetical___NA___NA___NA	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5040___Hypothetical___NA___NA___NA	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
group_5042___Protein tyrosine kinase EpsB modulator___K19420___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5044___Zn2+/Cd2+-exporting ATPase___K01534___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5045___DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains___COG1737___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5048___L-serine dehydratase, iron-sulfur-dependent, alpha subunit___TIGR00718___TIGRFAM___NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1
group_5049___Phosphotransferase system, EIIC___PF13303___PFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5054___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
group_5057___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
group_5059___Hypothetical___NA___NA___NA	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
group_5060___L-serine dehydratase, iron-sulfur-dependent, alpha subunit___TIGR00718___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5061___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0
group_5067___O-antigen biosynthesis protein___K20444___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5068___MFS transporter, SP family, major inositol transporter___K06609___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5069___Lactose/L-arabinose transport system substrate-binding protein___K10188___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_506___CBS-HotDog domain-containing transcription factor SpxR___TF_CBS_SpxR___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5070___helicase-exonuclease AddAB, AddA subunit___TIGR02785___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5071___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5072___CRISPR-associated endonuclease Cas1, subtype I-C/DVULG___TIGR03640___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5073___Phosphotransferase system IIA component___COG2190___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5074___Sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator___K19505___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5075___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5076___rhamnogalacturonan endolyase___PL4___CAZy___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5077___ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)___COG2357___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5078___SDR family oxidoreductase___PRK07985.1___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5079___xylan alpha-1,2-glucuronidase___GH115___CAZy___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5081___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5082___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5083___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5084___Putative alpha-1,2-mannosidase___COG3537___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5085___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5087___fructose-6-phosphate aldolase___PRK12656.1___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5088___C69 family dipeptidase___C69_fam_dipept___PGAP___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5089___Uncharacterized membrane protein YhgE, phage infection protein (PIP) family___COG1511___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5090___Uncharacterized 17.7 kDa protein in e-segB intergenic region___VOG15483___VOG___NA	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
group_5091___ABC-type glycerol-3-phosphate transport system, periplasmic component___COG1653___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5092___Sucrose PTS system EIIBCA or EIIBC component___K02810___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5093___Mannosylglycerate hydrolase___K15524___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5094___Transcriptional regulatory protein LevR, contains PRD, AAA+ and EIIA domains___COG3933___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5096___Phenolic acid decarboxylase___K13727___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5097___Energy-coupling factor transport system ATP-binding protein___K01552___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5098___Two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK___K20487___KOFam_all_KEGG___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5099___ABC-type phosphate/phosphonate transport system, ATPase component___COG3638___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5100___alpha-L-iduronidase___GH39___CAZy___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5101___2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase___K01119___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5102___ssDNA-specific exonuclease RecJ___COG4199___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5103___oligoendopeptidase, pepF/M3 family___TIGR02290___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5104___Arabinan endo-1,5-alpha-L-arabinosidase___K06113___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5105___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5107___Hypothetical___NA___NA___vMP1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5108___Hypothetical___NA___NA___vMP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1
group_5109___Putative phage holin Dp-1___PF16938___PFAM___vMP1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5110___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5111___Uncharacterized membrane protein YraQ, UPF0718 family___COG0701___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5112___ABC-type enterochelin transport system, permease component___COG4606___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5113___Kef-type K+ transport system, membrane component KefB___COG0475___COG___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5115___transcriptional repressor___phrog_4___PHROG___vMP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5116___rhamnogalacturonan endolyase___PL4___CAZy___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5117___helicase-exonuclease AddAB, AddB subunit___TIGR02773___TIGRFAM___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5118___Putative peptide transport system permease protein___K16916___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5119___Hypothetical___NA___NA___NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5120___Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains___COG1835___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5125___Hypothetical___NA___NA___NA	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5129___Competence protein ComGF___K02248___KOFam_all_KEGG___NA	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
group_5130___competence type IV pilus major pilin ComGC___pilin_ComGC___PGAP___NA	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
group_5134___Putative aldouronate transport system substrate-binding protein___K17318___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
group_5135___Putative aldouronate transport system substrate-binding protein___K17318___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5138___Hypothetical___NA___NA___NA	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5142___Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily___COG3581___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5143___DeoR family transcriptional regulator, fructose operon transcriptional repressor___K03436___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5144___Bacitracin transport system permease protein___K11632___KOFam_all_KEGG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5145___Transketolase___COG0021___COG___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5146___lacto-N-biosidase___GH136___CAZy___NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
